label,gender,log_mel_0,log_mel_1,log_mel_2,log_mel_3,log_mel_4,log_mel_5,log_mel_6,log_mel_7,log_mel_8,log_mel_9,log_mel_10,log_mel_11,log_mel_12,log_mel_13,log_mel_14,log_mel_15,log_mel_16,log_mel_17,log_mel_18,log_mel_19,log_mel_20,log_mel_21,log_mel_22,log_mel_23,log_mel_24,log_mel_25,log_mel_26,log_mel_27,log_mel_28,log_mel_29,log_mel_30,log_mel_31,log_mel_32,log_mel_33,log_mel_34,log_mel_35,log_mel_36,log_mel_37,log_mel_38,log_mel_39,log_mel_40,log_mel_41,log_mel_42,log_mel_43,log_mel_44,log_mel_45,log_mel_46,log_mel_47,log_mel_48,log_mel_49,log_mel_50,log_mel_51,log_mel_52,log_mel_53,log_mel_54,log_mel_55,log_mel_56,log_mel_57,log_mel_58,log_mel_59,log_mel_60,log_mel_61,log_mel_62,log_mel_63,log_mel_64,log_mel_65,log_mel_66,log_mel_67,log_mel_68,log_mel_69,log_mel_70,log_mel_71,log_mel_72,log_mel_73,log_mel_74,log_mel_75,log_mel_76,log_mel_77,log_mel_78,log_mel_79,log_mel_80,log_mel_81,log_mel_82,log_mel_83,log_mel_84,log_mel_85,log_mel_86,log_mel_87,log_mel_88,log_mel_89,log_mel_90,log_mel_91,log_mel_92,log_mel_93,log_mel_94,log_mel_95,log_mel_96,log_mel_97,log_mel_98,log_mel_99,log_mel_100,log_mel_101,log_mel_102,log_mel_103,log_mel_104,log_mel_105,log_mel_106,log_mel_107,log_mel_108,log_mel_109,log_mel_110,log_mel_111,log_mel_112,log_mel_113,log_mel_114,log_mel_115,log_mel_116,log_mel_117,log_mel_118,log_mel_119,log_mel_120,log_mel_121,log_mel_122,log_mel_123,log_mel_124,log_mel_125,log_mel_126,log_mel_127,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39
sad,1,-55.148937,-53.86004,-46.891922,-43.677444,-44.398483,-48.545807,-49.58877,-46.56171,-46.538105,-49.841743,-48.769707,-47.75588,-48.908886,-49.767746,-49.729794,-49.83468,-50.903347,-54.408768,-54.185623,-52.05666,-52.574055,-53.90303,-54.688515,-56.22914,-56.496704,-56.252903,-55.63512,-55.23773,-55.990776,-56.765076,-55.517487,-55.713875,-56.475483,-56.45126,-55.032673,-54.5703,-55.62439,-56.546135,-56.17563,-55.63073,-55.107094,-55.8063,-55.84258,-55.06365,-55.107056,-55.21621,-54.874672,-56.253708,-56.692932,-56.703194,-58.047672,-57.872562,-57.413933,-58.061172,-57.76629,-57.343937,-57.286922,-57.45842,-57.40302,-57.761765,-57.88137,-58.083652,-58.482853,-58.439377,-58.08467,-57.53456,-57.485752,-58.00071,-58.970943,-59.899765,-60.026745,-59.832333,-60.47579,-61.23623,-61.537197,-61.7,-61.682423,-61.67451,-61.621964,-61.410496,-61.21804,-60.576435,-60.172447,-60.600666,-61.545338,-62.293255,-62.82859,-62.864834,-62.704468,-63.12332,-63.86188,-64.09684,-64.291695,-63.9821,-63.458187,-63.40267,-63.41678,-62.673847,-61.98507,-62.02101,-61.872406,-61.64241,-62.230503,-62.45667,-61.88483,-60.97795,-60.993744,-61.568813,-62.341953,-62.566574,-62.859035,-62.8928,-63.35428,-64.26079,-64.67833,-65.55705,-66.39268,-67.19832,-67.94129,-68.11307,-68.29614,-68.55203,-68.763756,-69.13891,-69.57025,-70.120964,-71.17394,-71.47804,-663.7986,58.735943,2.548666,12.59666,2.0394855,14.095369,-4.7234783,6.5558004,-5.3089967,-1.9153856,-4.362089,-4.3055205,0.94517606,-2.011495,-3.9736154,-0.37847626,-0.49507338,-2.006376,-0.5823733,-0.8399055,-3.667962,-1.291336,-1.0441866,-0.19966932,-2.3523827,-2.0065153,-2.4358394,-1.0903366,-1.9276743,-1.9339259,-3.7290275,-1.4384509,-2.991714,-2.7927034,-1.1632111,-1.1062984,-0.87080956,-0.8932712,-0.56855386,-1.187949
sad,1,-55.6159,-52.662228,-45.654457,-43.474606,-45.104618,-49.14341,-48.506874,-45.99324,-47.134075,-50.857285,-48.550865,-48.79995,-49.982807,-50.23132,-49.2406,-49.982746,-52.232178,-53.919758,-52.652344,-51.93695,-55.386177,-57.066814,-55.58159,-55.506794,-56.626442,-57.270584,-56.44511,-55.237194,-56.009716,-57.30934,-57.041695,-57.32664,-56.904564,-56.119576,-55.710983,-56.269505,-56.86266,-56.52927,-56.502525,-56.656685,-56.217777,-56.55022,-56.755672,-56.152557,-55.978397,-55.41817,-55.502293,-56.73615,-57.32621,-57.748974,-58.45987,-57.9484,-57.94205,-58.39867,-58.226864,-58.191643,-58.109776,-58.264324,-58.09989,-58.350124,-58.313656,-58.478607,-59.213734,-59.585228,-59.40471,-58.5774,-58.652157,-58.69233,-59.57182,-60.47322,-61.146717,-61.256878,-61.855473,-62.324753,-62.915195,-63.238937,-63.09067,-62.72337,-62.62906,-62.275738,-61.966633,-61.416016,-61.49164,-62.84176,-63.97884,-64.30623,-64.53957,-64.76423,-65.03286,-65.63008,-65.85739,-65.521126,-65.49499,-65.281654,-65.11267,-65.11899,-64.97275,-64.801285,-63.902252,-63.572136,-63.38133,-63.225327,-63.89777,-63.894238,-63.28946,-62.42365,-62.50421,-63.181744,-64.10917,-64.60066,-64.46299,-64.10739,-64.56454,-65.487236,-66.28681,-66.89827,-67.68799,-68.53894,-69.62628,-70.15512,-70.816414,-71.31905,-71.86139,-72.41925,-73.09326,-73.9529,-75.181435,-75.620995,-676.43854,66.30844,1.1813395,14.0112915,2.416373,16.886127,-6.418675,8.651376,-6.592747,-0.368551,-4.677448,-3.2389839,-0.30279666,-0.80396914,-4.452398,0.11768578,0.16854748,-1.5476531,-0.7239351,0.0060037808,-3.3865092,-2.1595745,-0.6763279,-1.2643235,-3.8348477,-2.2303681,-2.6635249,-1.2079061,-1.5873457,-0.75528634,-2.5540378,-1.1783054,-2.6548564,-2.2862875,-1.2243799,-1.5610497,-1.8435407,-1.6420035,-0.23474449,-0.62159634
sad,1,-47.896294,-49.951084,-49.22173,-44.52212,-39.292267,-37.75908,-40.74022,-41.93928,-43.006172,-43.196663,-41.219154,-40.657143,-40.521564,-39.87069,-40.92003,-42.890274,-44.754765,-45.789444,-45.562695,-45.22183,-48.256527,-49.722145,-49.631985,-50.325874,-50.560493,-50.989616,-52.597176,-51.161514,-49.80077,-50.131012,-50.486023,-51.60839,-51.464233,-50.07675,-49.259235,-49.899082,-51.203007,-50.004745,-49.345264,-49.400356,-49.87354,-49.09839,-49.076214,-49.21861,-48.791546,-48.06168,-48.98545,-49.27563,-48.70749,-48.552124,-50.286102,-50.992172,-51.017124,-51.767426,-51.83319,-51.323746,-51.639637,-51.41825,-51.231735,-51.58586,-51.87467,-52.859413,-53.19579,-52.948704,-52.85959,-53.49852,-53.53452,-53.54263,-53.699577,-54.299263,-54.18722,-54.3012,-55.350483,-56.38863,-57.18563,-57.77312,-57.83575,-57.154915,-57.068222,-56.9941,-57.21635,-56.52263,-55.618008,-56.140472,-56.679966,-57.313076,-58.23044,-58.778053,-58.81435,-58.96127,-59.485416,-60.075146,-59.92684,-59.831615,-59.28101,-58.816776,-58.43914,-57.78954,-57.619225,-58.355625,-59.030735,-58.401196,-57.91503,-58.015594,-57.161,-56.147377,-56.161594,-56.604076,-56.802086,-57.174377,-57.328037,-56.965744,-57.105644,-57.839085,-58.903095,-59.499424,-60.041206,-61.196327,-62.441853,-63.26768,-64.09451,-64.70029,-65.10832,-65.57436,-65.78887,-66.49933,-67.37718,-67.459,-603.57245,65.23966,2.0636106,8.543237,2.729372,16.630285,-7.243426,4.377881,-12.744416,-3.8833907,-9.102304,-4.9875426,-2.1033168,-3.8341584,-4.0303664,-0.40407512,0.48180804,-2.2634537,0.41865954,-1.3630317,-4.2534704,-0.9334896,-0.77555096,-3.264289,-2.8194108,-2.1981792,-1.7581159,-1.6891012,-3.2760658,-1.6534356,-3.4511466,-1.3540412,-1.6466537,-2.0115633,-0.44333437,-0.17661679,0.9334517,1.3611571,0.048724167,1.6972632
sad,1,-53.826668,-54.75098,-52.265476,-47.115463,-41.942898,-41.987766,-47.702095,-48.71285,-47.367416,-46.240227,-44.64152,-44.346317,-46.470467,-48.123405,-48.754,-48.012768,-47.464104,-48.93872,-50.472923,-50.36435,-51.474266,-51.45888,-51.768707,-52.607674,-52.79781,-53.08548,-54.464283,-54.329823,-53.834286,-53.598793,-52.719845,-52.95562,-52.906273,-52.803116,-52.409504,-52.632675,-53.306934,-53.469856,-53.04602,-52.551434,-52.60884,-52.494843,-50.932323,-50.94901,-51.378555,-50.754948,-50.951847,-52.097393,-51.68471,-51.016598,-52.919876,-52.9603,-52.77133,-54.540188,-54.22352,-54.31713,-54.657993,-54.540085,-54.98493,-55.668846,-55.52708,-56.713814,-56.341656,-56.410538,-55.42299,-55.719753,-56.351234,-56.11529,-56.460426,-56.558357,-57.669895,-59.04245,-59.27844,-59.046642,-59.83611,-60.449142,-60.29529,-59.927235,-60.50668,-60.52654,-60.670647,-60.279892,-59.553535,-60.235737,-61.26547,-61.225746,-61.671837,-62.444054,-62.316193,-62.542713,-63.09216,-63.3757,-63.068985,-62.874023,-62.363216,-61.92275,-61.819427,-61.824265,-61.674686,-61.81199,-62.290367,-61.462513,-61.06731,-61.29134,-60.155632,-59.08976,-59.570816,-60.431396,-60.34637,-60.655807,-60.930977,-60.80849,-61.36437,-61.98369,-62.505234,-62.943645,-63.670578,-64.52562,-65.32392,-65.64538,-66.10279,-66.657104,-66.79589,-67.16485,-67.58663,-68.078636,-68.92843,-69.13951,-640.36694,62.747467,-0.474074,2.2895854,2.0211747,14.295498,-5.9572854,4.0157466,-10.036424,-4.0893426,-5.2728105,-3.0911832,-1.3097796,-4.4737673,-4.100037,-0.54796606,-0.3944734,-2.6651945,-2.1876585,-1.3750073,-4.3213162,-2.1949525,-0.8682026,-1.1625435,-1.3383719,-2.2890718,-2.548993,-1.46906,-3.6665525,-1.8737653,-2.3494272,-1.2650594,-2.2013803,-2.8550155,-1.76976,-1.997487,-2.1414433,-1.6589175,-2.3712707,-1.3095486
sad,1,-57.974884,-58.309254,-55.028584,-47.99337,-42.94397,-43.81155,-52.078346,-53.461296,-50.28133,-46.733547,-45.157448,-48.05577,-52.124252,-51.869747,-50.583652,-50.12878,-50.699276,-52.882526,-54.74243,-54.63218,-55.753338,-55.622623,-55.016247,-56.688396,-57.41591,-57.720966,-57.18716,-55.746655,-55.99546,-57.31906,-57.938137,-58.132732,-57.09915,-56.242558,-56.97149,-56.988087,-57.154835,-56.822598,-56.991966,-57.22915,-57.20926,-56.888386,-56.68651,-56.24275,-55.72637,-55.812977,-56.485176,-56.59614,-57.291595,-58.08727,-59.315636,-59.18691,-59.45091,-60.045345,-60.024883,-59.871918,-59.78715,-59.396652,-59.144722,-60.18413,-60.248566,-60.38931,-60.81243,-60.964653,-60.63537,-60.01221,-59.392193,-59.641666,-60.1236,-60.954594,-62.143997,-62.537533,-62.95755,-63.47003,-63.535324,-63.835342,-63.67399,-63.70049,-63.839325,-63.6695,-62.821922,-62.147465,-61.943295,-61.940983,-62.286583,-62.59905,-62.5585,-62.616474,-62.97238,-63.512093,-64.302734,-64.66683,-64.19641,-64.18909,-64.3395,-64.5146,-63.7443,-62.88767,-62.456577,-62.52831,-62.81795,-62.21025,-61.565838,-61.875843,-61.26866,-60.639294,-61.742878,-62.441048,-61.8766,-61.78946,-62.06803,-62.000877,-62.039272,-62.54509,-63.446964,-64.11045,-64.587265,-65.47268,-66.18522,-67.00946,-67.65462,-68.02783,-68.794426,-69.52968,-69.94489,-70.88689,-72.33014,-73.52257,-675.0315,52.24761,8.415637,10.00764,-2.1110632,14.378488,-6.0664787,5.6917124,-9.356187,-1.9020824,-8.627139,-3.136239,-1.1369839,-3.9794922,-6.691752,0.061434112,-2.186498,-2.1054509,-0.7369243,-1.8811809,-3.9960654,-1.9554328,-1.5573558,-0.95862466,-4.098653,-3.0979643,-2.8698914,-0.5983158,-2.8853977,-1.9804624,-2.7093341,-2.0551949,-3.5395608,-3.5323935,-2.1864898,-2.3201146,-3.4880097,-2.2818048,-3.0669675,-2.464785
sad,1,-45.21493,-47.35236,-46.015186,-42.29948,-38.169895,-39.125122,-45.80934,-46.778595,-44.441593,-42.60976,-40.953354,-42.79512,-45.4768,-44.61983,-43.93857,-44.135693,-44.646427,-46.940845,-48.449745,-48.583954,-50.208885,-50.067013,-48.915474,-50.24621,-52.472576,-53.790527,-54.11173,-52.174206,-51.52948,-52.181503,-52.83453,-53.302704,-51.822884,-50.59868,-51.172184,-52.849457,-54.0883,-52.580154,-51.126404,-51.26528,-51.772762,-50.584347,-48.943027,-49.0403,-50.494488,-49.594868,-48.62976,-48.410137,-48.72169,-49.52093,-51.210087,-52.173058,-52.675247,-54.161938,-54.034374,-54.810646,-54.95083,-54.71645,-55.95021,-55.701168,-55.78633,-55.646255,-55.650578,-55.923767,-55.731075,-56.227135,-56.17432,-55.452194,-55.92556,-56.22909,-56.680084,-57.134613,-57.624596,-58.174534,-59.2509,-60.173286,-60.5993,-60.79958,-60.59863,-60.20826,-60.671135,-61.04379,-61.137615,-60.667507,-61.477055,-61.86287,-62.367626,-62.814816,-62.961987,-63.018127,-63.918114,-63.997604,-63.596844,-63.412605,-63.61676,-63.406048,-62.235104,-60.95056,-60.670662,-60.59778,-59.973904,-59.980576,-60.287323,-60.697857,-60.728317,-60.31684,-60.95361,-61.170834,-61.22458,-61.44743,-61.59457,-61.280632,-62.02084,-62.985886,-63.618706,-64.190056,-64.596,-65.21588,-65.77797,-66.61825,-67.268166,-67.74533,-68.15828,-68.678734,-69.00925,-69.592186,-70.38479,-70.66371,-632.1876,77.305565,3.4038875,6.7719045,4.377016,19.353882,-4.306186,6.955672,-9.933166,-6.795137,-2.4261835,0.38697952,-0.14858145,-2.85631,-4.287172,2.8223436,1.6735349,-0.40594742,0.8655574,-2.03398,-2.4422195,0.058981735,-0.7178977,-0.27293888,-1.8977337,-0.41119605,-1.0927538,-2.4002397,-2.3610082,-2.2787132,-2.1089923,-0.63137645,-0.72475755,-1.2644306,-1.9255509,-1.6243658,-0.99968714,-0.68432295,-1.8312863,-1.8046491
angry,1,-55.18257,-53.033474,-49.891407,-46.858696,-42.526104,-39.664062,-39.580048,-40.414265,-42.01831,-44.09344,-44.351887,-44.152084,-43.537773,-42.06373,-41.66041,-42.106804,-43.592426,-45.163364,-45.271687,-44.282352,-45.255733,-45.800087,-46.35085,-47.609966,-47.957203,-47.385197,-47.492435,-46.748028,-46.243694,-46.117756,-46.460106,-48.106678,-48.404392,-47.185555,-46.005875,-45.6259,-46.828495,-47.452557,-47.584072,-46.79282,-46.721996,-47.166954,-47.588226,-47.950638,-47.557644,-47.03761,-46.943874,-48.041565,-48.02732,-47.901928,-49.19312,-49.159115,-49.364136,-49.669994,-49.39255,-48.983337,-49.11226,-48.904346,-48.48117,-47.80259,-47.875435,-48.82238,-49.159725,-49.4393,-49.564335,-48.791847,-48.58517,-48.413704,-48.9489,-49.903435,-50.66247,-52.486385,-53.72141,-53.76661,-53.872272,-54.112633,-54.61333,-54.696533,-54.68834,-54.61973,-54.470993,-53.820717,-52.88615,-52.4822,-52.79266,-53.686768,-54.3893,-55.309917,-55.58118,-55.561214,-55.525497,-55.060646,-55.462154,-56.01555,-56.047398,-55.119102,-54.469135,-54.734276,-54.346527,-54.41439,-54.710068,-55.390152,-56.168064,-56.215233,-55.367363,-55.826595,-56.69773,-57.065548,-57.207417,-57.329796,-57.160717,-57.1825,-57.433933,-58.282276,-58.81289,-59.362877,-59.440815,-59.529076,-60.098915,-60.41327,-60.326202,-60.374508,-60.84666,-61.26781,-61.763382,-62.13808,-62.924747,-63.037388,-579.2218,57.379814,-8.834136,4.196415,-2.5994775,5.964382,-8.060396,-1.6461444,-3.0360224,-5.168898,-8.695699,-4.9638166,-1.7977077,-3.5351236,-6.643213,-0.7146492,-2.1358252,-4.758656,-2.0654542,-2.9232874,-6.19119,-2.8843994,-3.476885,-3.681405,-5.2960644,-3.4297104,-2.4694033,-1.2883917,-2.637558,-2.4648669,-1.224008,-0.98209345,-2.479237,-0.5432827,2.002176,0.15062551,1.444025,2.651509,0.7698801,0.90853554
angry,1,-53.869373,-51.711178,-48.11216,-44.916134,-41.134438,-38.24268,-38.1098,-39.220837,-40.80518,-42.71173,-42.49974,-42.246822,-41.835773,-40.494644,-40.33645,-41.224113,-42.463768,-44.269802,-43.967022,-42.788494,-43.9763,-44.865456,-45.33445,-45.886127,-46.12147,-45.890144,-46.37235,-45.77758,-45.587627,-45.672894,-45.55464,-46.810356,-47.42699,-47.013245,-46.34897,-45.608677,-45.6489,-45.6665,-45.550682,-45.760513,-46.237663,-46.140144,-46.151665,-46.38353,-46.55286,-46.16767,-46.38582,-46.883938,-46.685226,-46.82032,-47.307667,-47.41764,-47.401592,-47.764957,-48.381992,-47.746243,-47.686172,-47.151756,-46.659187,-46.832138,-46.44864,-47.347374,-48.026627,-47.92028,-48.237247,-47.482586,-47.17762,-47.35045,-47.267586,-48.336292,-49.813393,-51.85281,-52.1855,-52.28837,-53.001537,-53.655178,-53.71024,-53.210636,-53.16657,-53.00225,-52.61809,-52.04944,-51.009487,-50.989353,-51.653557,-52.29156,-52.73179,-53.553837,-54.124992,-54.32844,-54.16097,-53.938118,-54.302483,-54.656765,-54.6618,-53.98082,-53.81884,-53.727097,-53.556698,-53.13288,-53.543896,-54.76987,-55.0439,-54.451977,-54.04326,-54.825012,-55.281452,-55.33433,-55.735004,-55.88086,-55.95064,-56.020092,-56.526447,-57.28881,-57.68784,-57.92933,-58.272366,-58.798664,-59.12241,-59.23546,-59.477192,-59.720768,-60.05896,-60.420395,-60.78314,-61.25605,-62.02305,-62.09942,-565.2382,57.86759,-9.377352,5.6245866,-1.7902153,6.9089293,-8.152637,-2.204573,-4.0876956,-4.3981314,-8.646199,-5.263926,-0.97252554,-3.7164016,-6.767805,-0.953369,-2.7234695,-5.45525,-2.1856434,-1.8372492,-5.4904227,-2.8727236,-3.1551943,-4.0006795,-5.2646112,-3.1069326,-2.0167751,-1.6903481,-3.0180867,-2.6172884,-1.6254057,-1.255494,-2.663235,-0.649253,1.7880569,0.5290051,0.75488573,1.3248389,0.350023,0.94126457
angry,1,-54.30115,-52.392788,-49.1787,-45.205544,-41.191208,-39.04846,-39.04546,-39.976562,-41.773846,-43.5412,-44.187798,-44.227608,-43.879524,-42.15364,-41.2155,-41.677235,-43.006947,-45.663345,-46.480785,-45.15618,-45.298637,-45.874065,-46.176563,-46.9373,-47.34172,-46.631905,-46.72927,-46.564102,-46.40688,-46.72318,-46.70436,-47.584816,-48.069824,-47.60948,-47.100704,-47.065075,-47.173244,-47.131557,-46.82126,-46.131077,-46.58366,-47.55148,-47.761555,-47.80659,-47.396664,-47.58389,-47.60448,-48.031376,-47.620728,-47.675476,-48.63748,-48.589546,-48.768272,-49.092693,-49.177364,-48.70145,-48.656567,-48.254482,-47.428715,-47.819256,-48.25199,-49.306633,-49.611435,-49.679523,-49.821163,-49.403004,-49.316208,-48.706657,-48.905117,-49.22173,-50.70865,-52.378723,-52.80462,-53.17552,-53.385925,-53.74658,-54.29129,-54.78087,-55.164864,-55.041073,-54.651047,-53.78854,-53.06206,-52.763966,-53.0159,-53.466873,-54.541176,-55.187775,-55.323296,-55.193264,-55.01677,-54.63512,-54.691967,-55.17801,-55.168915,-54.63939,-54.40873,-54.68204,-54.3942,-54.134354,-54.06712,-54.33551,-54.56698,-54.16931,-53.993797,-54.871857,-56.024326,-56.64619,-56.672073,-57.118843,-57.1734,-57.424038,-57.890976,-58.472828,-59.00378,-59.394848,-59.817028,-60.10482,-60.47039,-60.56738,-60.467636,-60.595085,-60.882595,-61.43545,-62.064804,-62.708126,-63.458176,-63.66709,-577.51447,57.638367,-8.456706,6.1247888,-3.2681081,8.704621,-8.484185,-1.1842914,-2.4678826,-5.090221,-6.54236,-4.719343,-2.0457869,-3.8630164,-5.937314,-0.84516674,-4.520736,-3.951379,-1.8963679,-2.1645432,-5.383919,-2.9871206,-3.1774657,-4.6829834,-6.0505896,-2.9408262,-3.4692986,-1.3064265,-3.5901997,-3.4737222,-1.0014503,-0.55277073,-1.6935083,-0.008816698,2.0590894,0.4572069,0.6902172,1.8441404,0.34054554,0.52974033
angry,1,-58.161827,-54.866203,-51.166626,-47.04394,-42.857185,-40.038605,-39.603004,-40.26512,-41.725464,-43.91978,-44.630417,-44.671013,-44.613037,-43.415363,-42.336853,-42.22625,-43.261974,-45.38673,-46.919067,-46.702744,-46.4254,-46.274364,-45.75377,-46.017586,-46.943855,-47.497456,-48.337883,-47.418167,-47.186443,-47.597702,-47.70284,-48.431545,-48.355774,-47.86527,-48.10268,-47.980045,-48.331364,-48.13308,-47.33574,-47.03578,-47.718067,-48.46529,-48.454212,-48.667313,-48.62572,-48.172638,-48.39727,-49.40821,-49.098595,-48.565758,-48.860386,-49.72065,-50.13652,-49.337902,-49.645985,-49.97049,-49.937443,-48.34828,-47.866703,-48.23714,-48.13405,-48.99533,-49.253468,-49.041466,-48.776443,-49.11698,-49.001015,-49.87515,-50.244423,-51.524456,-52.584248,-53.36342,-53.422775,-53.529915,-54.58796,-55.288727,-55.42333,-54.954773,-54.690258,-54.653465,-54.21301,-53.255047,-52.554817,-52.64234,-53.1069,-53.71468,-53.88061,-54.57272,-54.780453,-54.968365,-55.32467,-55.25998,-55.59601,-56.34648,-56.337723,-55.809185,-55.488956,-55.413677,-54.886383,-54.788975,-55.787933,-56.030014,-56.256763,-55.75801,-55.248264,-55.922157,-56.630955,-56.64675,-57.063374,-57.54188,-57.819927,-58.026108,-58.512966,-59.187244,-59.583992,-59.854813,-60.657646,-61.10908,-61.323895,-61.40738,-61.501717,-61.810703,-62.41061,-62.817593,-62.989933,-63.64837,-64.85737,-64.93666,-585.5654,57.176655,-10.791227,7.121607,-4.1038613,6.6965027,-9.61199,-2.935678,-4.257118,-3.217832,-9.184443,-6.5393314,-0.8597882,-4.30668,-7.7846866,-2.4008322,-4.3242903,-5.118217,-3.7934172,-3.0916283,-5.3918505,-2.9643693,-4.298639,-4.489392,-5.3038344,-3.67034,-3.619061,-2.8199682,-3.551864,-2.7954762,-2.068288,0.6226356,-0.36619338,-0.10331068,2.123292,0.9928836,0.30598965,0.13586587,-0.42335144,0.52180976
angry,1,-43.307854,-43.713215,-43.197712,-42.337376,-40.616676,-38.198135,-35.6199,-31.912365,-30.044819,-30.250875,-31.20232,-33.761353,-35.383087,-36.015217,-35.78005,-35.21576,-33.847908,-33.24624,-32.769802,-32.67834,-35.149803,-36.54644,-36.458355,-36.42882,-36.386486,-35.290367,-35.296112,-34.88778,-35.33155,-36.27221,-36.71826,-37.63505,-37.30261,-36.361595,-35.286415,-34.566,-34.813713,-36.015606,-36.21374,-36.646385,-37.26532,-37.16034,-36.80358,-36.370888,-36.129463,-37.32019,-38.166954,-38.593563,-38.011627,-36.78951,-36.87018,-37.481915,-37.94525,-39.00164,-38.292244,-37.41613,-36.094017,-36.511673,-36.934578,-36.46807,-36.37726,-37.279736,-38.325325,-38.721577,-39.089653,-38.30736,-37.980423,-38.709282,-38.447052,-38.24713,-39.301647,-40.30108,-41.483925,-41.921402,-41.231056,-41.278908,-41.936512,-41.579605,-41.79042,-41.914696,-41.281727,-40.53366,-39.62157,-40.05125,-41.34566,-42.65408,-43.09211,-43.204876,-43.384605,-43.947674,-43.79536,-43.840157,-43.453377,-43.596622,-43.748653,-43.248283,-43.015892,-43.318016,-43.575607,-43.890907,-44.230747,-44.307205,-44.63255,-44.5464,-44.86331,-45.277493,-45.837822,-46.460464,-46.728584,-47.10635,-46.870064,-46.779278,-46.85219,-47.08517,-47.185417,-47.296455,-47.766804,-48.08604,-48.40289,-48.65074,-48.657387,-48.992813,-49.197002,-49.30416,-49.447502,-49.875767,-50.629616,-50.65598,-455.9852,48.06767,-15.950625,1.5354617,-5.58108,-0.84853995,-8.292865,-4.907851,-4.379014,-4.583829,-7.2421722,-6.699576,-4.1488223,-1.7391914,-5.983738,-2.5665429,-3.400536,-5.159051,-2.0268977,-1.8660606,-3.9612038,-1.2443057,0.73280746,-1.4812306,-1.5696379,1.4489088,2.0480723,4.05288,3.0706768,4.027837,3.8228557,2.3231616,-1.1403177,-1.4332281,0.7920635,0.37962303,0.2590366,0.90695727,-1.3615906,-1.1567125
angry,1,-45.042606,-45.101967,-44.230705,-43.78827,-41.461823,-38.54623,-35.901802,-32.653004,-31.442368,-31.880203,-32.61721,-34.356617,-36.008724,-36.465572,-36.277027,-35.763546,-34.72599,-35.012722,-35.304558,-34.994656,-35.46475,-35.60241,-35.45851,-36.093365,-36.304535,-36.652225,-37.290714,-36.99875,-36.91024,-36.9879,-36.71727,-36.705433,-36.30223,-36.170208,-36.056602,-35.667576,-36.42929,-37.394703,-37.03115,-36.526268,-36.994217,-37.239952,-36.72348,-36.5826,-36.967823,-38.043205,-38.34578,-38.62703,-37.701477,-37.68672,-37.947433,-37.513046,-37.966934,-38.54834,-38.816208,-38.33515,-37.402836,-37.051888,-37.141026,-37.461617,-37.25698,-37.71711,-38.466095,-39.41302,-39.77892,-39.20428,-38.948692,-39.52931,-39.00743,-38.597057,-39.347282,-39.742554,-40.107353,-41.49524,-41.801888,-42.180206,-42.913525,-43.19909,-43.962948,-44.091927,-43.24182,-41.80098,-40.850773,-40.546757,-41.70754,-43.006645,-44.149796,-44.628983,-44.677723,-44.620438,-45.018448,-44.792183,-44.61954,-44.416676,-44.352753,-43.714386,-43.26811,-43.76785,-44.161278,-44.631176,-44.61784,-44.28523,-44.33084,-44.360764,-44.937332,-46.26645,-46.765495,-46.6774,-46.49943,-46.652367,-46.520004,-46.37184,-46.400337,-46.805187,-47.155827,-47.340126,-47.615707,-47.9624,-48.618225,-48.64753,-48.835922,-49.13284,-49.44138,-49.43461,-49.720894,-50.202377,-51.294613,-51.42634,-462.31448,46.1901,-15.609306,-1.256444,-5.6591516,-0.08553431,-9.750613,-3.6658523,-4.6872315,-5.1734867,-7.467847,-5.4185653,-4.8708034,-2.658211,-5.693183,-2.2029352,-4.5430093,-5.7223406,-1.1408743,-3.3069046,-5.26549,0.014169224,0.7507636,-1.222648,0.148106,3.2091122,-0.008317746,1.7808954,1.04567,1.4732219,3.061549,2.51453,0.37349632,0.23032838,1.4081802,0.9817916,-0.31860536,1.4431207,-1.3240347,-0.85925674
